"","unitid","year","instatetuition","costs","faculty","white_cohortsize"
"1","100654","1991","1298","53.121007","223","11"
"2","100654","1992","1600","52.536624","267","5"
"3","100654","1993","1600","50.39972","262","7"
"4","100654","1994","1887","61.852822","273","9"
"5","100654","1995","2022","68.024267","298","18"
"6","100654","1996","2312","66.424951","311","17"
"7","100654","1997","2420","72.461862","306","22"
"8","100654","1998","2332","78.356177","237","25"
"9","100654","1999","1932","75.868666","243","26"
"10","100654","2000","2400","79.084093","273.5","26"
"11","100654","2001","2400","96.538667","304","18"
"12","100654","2002","2520","90.776734","284","18"
"13","100654","2003","2832","107.761966","294","17"
"14","100654","2004","3120","110.994174","307","10"
"15","100654","2005","3120","118.90095","319","13"
"16","100654","2006","3120","123.859683","319","12"
"17","100654","2007","3432","126.371645","311","9"
"18","100654","2008","3432","132.165814","309","7"
"19","100654","2009","3948","122.977893","311","24"
"20","100654","2010","4872","138.956247","276","15"
"21","100663","1991","2050","712.376923","709","600"
"22","100663","1992","2238","812.820108","786","576"
"23","100663","1993","2358","910.784994","802","613"
"24","100663","1994","2511","887.410933","721","605"
"25","100663","1995","2604","937.402922","707","602"
"26","100663","1996","2700","1024.898335","680","568"
"27","100663","1997","2850","1075.711679","690","631"
"28","100663","1998","3060","1188.3903","691","611"
"29","100663","1999","2730","1180.033219","708","667"
"30","100663","2000","2820","1215.222121","564.5","653"
"31","100663","2001","2970","1334.286573","421","648"
"32","100663","2002","3150","1335.089128","804","775"
"33","100663","2003","3480","1440.737915","833","781"
"34","100663","2004","3840","1571.319289","810","846"
"35","100663","2005","3960","1604.47474","824","875"
"36","100663","2006","3960","1707.177796","824","905"
"37","100663","2007","3384","1824.09488","852","835"
"38","100663","2008","3792","2213.659961","849","790"
"39","100663","2009","4224","2223.549388","832","932"
"40","100663","2010","5806","2338.666019","861","921"
"41","100706","1993","2418","88.193788","282","324"
"42","100706","1994","2480","87.765454","286","300"
"43","100706","1995","2620","96.26538","283","271"
"44","100706","1996","2698","91.729354","274","296"
"45","100706","1997","2832","91.631721","274","313"
"46","100706","1998","2942","95.311083","270","368"
"47","100706","1999","2175","99.570373","277","413"
"48","100706","2000","2317","100.606933","277","453"
"49","100706","2001","2666","109.783685","277","472"
"50","100706","2002","2894","107.569907","275","488"
"51","100706","2003","3256","112.64211","277","622"
"52","100706","2004","3646","119.626905","271","507"
"53","100706","2005","3818","130.588938","280","500"
"54","100706","2006","3978","143.671161","287","591"
"55","100706","2007","4346","157.572752","289","567"
"56","100706","2008","5052","169.654116","302","576"
"57","100706","2009","5580","172.720795","303","562"
"58","100706","2010","6352","178.46689","303","415"
"59","100724","1991","1268","46.358625","195","3"
"60","100724","1992","1608","44.012394","200","14"
"61","100724","1993","1638","47.76311","216","11"
"62","100724","1994","1608","49.752252","201","17"
"63","100724","1995","1752","54.813554","222","61"
"64","100724","1996","2090","69.521281","222","45"
"65","100724","1997","2090","61.766604","219","37"
"66","100724","1998","2090","68.197368","199","40"
"67","100724","1999","2520","70.507857","213","28"
"68","100724","2000","2520","73.08823","215.5","10"
"69","100724","2001","2904","78.122026","218","39"
"70","100724","2002","2904","81.782669","229","30"
"71","100724","2003","3600","83.820282","229","15"
"72","100724","2004","4008","82.633864","231","17"
"73","100724","2005","4008","95.03077","228","17"
"74","100724","2006","4008","99.976745","231","6"
"75","100724","2007","4008","109.972118","239","12"
"76","100724","2008","4608","122.962727","243","9"
"77","100724","2009","5616","128.144087","241","6"
"78","100724","2010","6312","135.104796","253","11"
"79","100751","1991","1936","237.693778","818","2174"
"80","100751","1992","2068","237.079401","773","2075"
"81","100751","1993","2172","257.63431","762","2148"
"82","100751","1994","2260","280.612262","766","2130"
"83","100751","1995","2374","294.397959","770","2133"
"84","100751","1996","2470","295.929705","738","1777"
"85","100751","1997","2594","306.024341","750","2111"
"86","100751","1998","2684","320.186995","781","2088"
"87","100751","1999","2872","341.218829","795","2216"
"88","100751","2000","3014","357.569083","787","2357"
"89","100751","2001","3292","380.9844","779","2047"
"90","100751","2002","3556","372.067854","794","2230"
"91","100751","2003","4134","392.176082","810","2584"
"92","100751","2004","4630","404.323227","800","2873"
"93","100751","2005","4864","449.794843","813","3048"
"94","100751","2006","5278","496.55614","850","3609"
"95","100751","2007","5700","565.427668","904","3890"
"96","100751","2008","6400","629.500088","1067","4280"
"97","100751","2009","7000","658.67213","1106","4221"
"98","100751","2010","7900","760.107259","1175","4332"
"99","100812","1991","1420","10.256632","68",NA
"100","100812","1992","1680","11.254769","65",NA
"101","100812","1993","1485","12.20161","66",NA
"102","100812","1994","1530","12.623501","69",NA
"103","100812","1995","1884","14.691491","66",NA
"104","100812","1996","1935","15.125514","67",NA
"105","100812","1997","1905","14.548625","71",NA
"106","100812","1998","2484","15.502033","77",NA
"107","100812","1999","2336","17.643609","82",NA
"108","100812","2000","2250","18.643728","74.5",NA
"109","100812","2001","2550","17.946741","67",NA
"110","100812","2002","2850","20.376388","66",NA
"111","100812","2003","3150","22.082118","65",NA
"112","100812","2004","3300","23.235218","64",NA
"113","100812","2005","3300","25.349803","75",NA
"114","100812","2006","3300","28.868197","85",NA
"115","100812","2007","3300","30.798575","86",NA
"116","100812","2008","3300","35.522029","83",NA
"117","100812","2009","3600","28.564058","82",NA
"118","100812","2010","4110","30.461849","86",NA
"119","100830","1991","1428","36.81646","197",NA
"120","100830","1992","1599","35.947773","197",NA
"121","100830","1993","1800","36.748816","201",NA
"122","100830","1994","1905","36.870463","200",NA
"123","100830","1995","2025","40.776086","196",NA
"124","100830","1996","2130","40.591083","195","338"
"125","100830","1997","2289","42.746148","197","264"
"126","100830","1998","2442","46.898339","193","293"
"127","100830","1999","2950","50.67072","191","296"
"128","100830","2000","3000","53.147782","185","282"
"129","100830","2001","3210","53.391536","179","269"
"130","100830","2002","3390",NA,"178","313"
"131","100830","2003","3900",NA,"179","357"
"132","100830","2004","4230","57.827886","186","337"
"133","100830","2005","4640","65.740024","186","300"
"134","100830","2006","4760","73.778397","186","298"
"135","100830","2007","4740","76.471763","165","301"
"136","100830","2008","5310","79.073595","176","408"
"137","100830","2009","5640","75.728438","186","389"
"138","100830","2010","6180","81.183374","180","309"
"139","100858","1991","1596","306.252082","1128","2704"
"140","100858","1992","1755","304.074934","1098","2864"
"141","100858","1993","1950","321.990528","1109","2703"
"142","100858","1994","2100","339.13644","1172","2828"
"143","100858","1995","2250","368.840182","1131","3175"
"144","100858","1996","2355","372.270174","1145","2985"
"145","100858","1997","2565","376.471708","1145","2879"
"146","100858","1998","2760","393.068124","1139","3278"
"147","100858","1999","2895","425.358257","1146","3253"
"148","100858","2000","3050","488.80635","1130.5","3459"
"149","100858","2001","3260","506.522984","1115","3258"
"150","100858","2002","3650","481.701655","1142","3596"
"151","100858","2003","4230","526.647346","1171","3174"
"152","100858","2004","4610","552.886023","1177","3032"
"153","100858","2005","4800","573.09999","1176","3543"
"154","100858","2006","5000","580.566562","1139","3328"
"155","100858","2007","5250","642.808641","1132","3414"
"156","100858","2008","5880","703.588583","1176","3493"
"157","100858","2009","6240","722.464527","1184","3363"
"158","100858","2010","7008","717.034324","1196","3523"
"159","100937","1991","9550","23.88008","91",NA
"160","100937","1992","10306","25.845458","85","322"
"161","100937","1993","11014","27.75962","89","258"
"162","100937","1994","11780","28.437744","88","260"
"163","100937","1995","12524","29.241267","91","249"
"164","100937","1996","13310","30.930449","91","248"
"165","100937","1997","13750","34.445821","91","288"
"166","100937","1998","14450","36.400914","93","280"
"167","100937","1999","15170","39.793008","95","303"
"168","100937","2000","15930","45.320893","97","272"
"169","100937","2001","16810","49.888964","99","364"
"170","100937","2002","17650","52.880721","98","309"
"171","100937","2003","18530","45.603744","95","323"
"172","100937","2004","19450","45.619471","95","331"
"173","100937","2005","20810","49.817255","98","278"
"174","100937","2006","22260","52.963552","101","226"
"175","100937","2007","23600","54.148183","100","379"
"176","100937","2008","24780","56.909025","103","371"
"177","100937","2009","25800","60.637807","110","341"
"178","100937","2010","26900","62.708692","94","298"
"179","101189","1991","4980","11.618617","25",NA
"180","101189","1992","5100","12.541082","23","136"
"181","101189","1993","5400","14.368907","22","106"
"182","101189","1994","5550","15.371406","26","191"
"183","101189","1995","6030","13.952938","25","134"
"184","101189","1996","6600","16.473827","34","118"
"185","101189","1997","6980","12.762331","37","160"
"186","101189","1998","5930","13.91952","44","178"
"187","101189","1999","7500","15.957909","43","137"
"188","101189","2000","7800","17.355295","48.5","127"
"189","101189","2001","8700","20.191186","54","153"
"190","101189","2002","9300","21.022354","56","160"
"191","101189","2003","9750","21.960365","55","159"
"192","101189","2004","9850","22.860087","70","129"
"193","101189","2005","10450","25.858585","72","138"
"194","101189","2006","11540","27.107208","85","137"
"195","101189","2007","12000","29.420196","92","205"
"196","101189","2008","12700","34.72454","89","153"
"197","101189","2009","12720","36.00557","99","174"
"198","101189","2010","13740","36.216446","102","130"
"199","101435","1991","6400","9.473699","44","158"
"200","101435","1992","7140","10.171244","43","135"
"201","101435","1993","7540","9.918171","44","107"
"202","101435","1994","8180","9.81669","44","154"
"203","101435","1995","8645","10.530401","41","146"
"204","101435","1996","10140","12.489609","43","140"
"205","101435","1997","10600","9.579237","43","177"
"206","101435","1998","11010","10.739266","44","158"
"207","101435","1999","10500","11.769099","47","144"
"208","101435","2000","11000","12.917579","44.5","134"
"209","101435","2001","11500","12.94124","42","128"
"210","101435","2002","13800","12.133992","41","146"
"211","101435","2003","14560","13.021025","32","171"
"212","101435","2004","15250","13.742147","32","160"
"213","101435","2005","15250","13.561949","33","159"
"214","101435","2006","15990","14.376885","34","172"
"215","101435","2007","17570","16.195889","42","201"
"216","101435","2008","19320","17.149742","44","196"
"217","101435","2009","19990","19.613024","45","169"
"218","101435","2010","18512","18.270813","47","184"
"219","101480","1991","1420","44.735235","274","829"
"220","101480","1992","1550","44.403204","274","847"
"221","101480","1993","1680","44.253729","272","648"
"222","101480","1994","1790","48.363633","272","600"
"223","101480","1995","1840","51.527144","268","618"
"224","101480","1996","1940","52.688204","255","613"
"225","101480","1997","2040","53.384594","261","582"
"226","101480","1998","2140","54.851891","262","573"
"227","101480","1999","2440","59.640691","262","592"
"228","101480","2000","2640","64.126745","263.5","587"
"229","101480","2001","2940","68.845362","265","569"
"230","101480","2002","3240","73.23187","289","748"
"231","101480","2003","3540","78.141276","294","686"
"232","101480","2004","4040","79.000229","300","657"
"233","101480","2005","4040","88.692595","305","673"
"234","101480","2006","4056","94.012203","319","631"
"235","101480","2007","4056","102.010171","321","633"
"236","101480","2008","4560","106.1911","322","693"
"237","101480","2009","5970","107.21413","322","649"
"238","101480","2010","6780","111.994117","326","755"
"239","101587","1991","1659","13.988803","83","289"
"240","101587","1992","1809","15.314727","85","237"
"241","101587","1993","1869","15.952959","87","279"
"242","101587","1994","2003","16.120221","92","317"
"243","101587","1995","2175","18.174481","91","315"
"244","101587","1996","2893","18.612871","90","244"
"245","101587","1997","2568","19.267454","94","234"
"246","101587","1998","2730","19.935489","85","227"
"247","101587","1999","2304","20.975654","85","216"
"248","101587","2000","2504","21.205614","85","192"
"249","101587","2001","2784","21.491251","85","183"
"250","101587","2002","3060",NA,"87","170"
"251","101587","2003","3240","23.525726","87","198"
"252","101587","2004","3726","26.530479","90","147"
"253","101587","2005","3838","31.285767","93","199"
"254","101587","2006","3838","35.201113","96","193"
"255","101587","2007","4108","42.697346","95","148"
"256","101587","2008","4600","45.062226","100","154"
"257","101587","2009","5060","49.14716","115","139"
"258","101587","2010","5464","54.01143","118","166"
"259","101675","1991","3760","6.785208","33","0"
"260","101675","1992","3800","7.000046","34","2"
"261","101675","1993","3800","7.467967","33","2"
"262","101675","1994","4000","9.420057","40",NA
"263","101675","1995","4350","10.602918","41","0"
"264","101675","1996","4500","11.588039","43","0"
"265","101675","1997","4500","13.616614","45","0"
"266","101675","1998","4500","15.120712","47","2"
"267","101675","1999","4280","16.935835","59","1"
"268","101675","2000","4408","18.476231","62.5","0"
"269","101675","2001","4408","19.047068","66","4"
"270","101675","2002","4628","21.703299","87","1"
"271","101675","2003","5090","20.421086","111","0"
"272","101675","2004","5250","17.764171","89","2"
"273","101675","2005","5408","18.373152","92","1"
"274","101675","2006","5950","19.562214","93","3"
"275","101675","2007","6545","23.29124","94","10"
"276","101675","2008","7396","22.606683","102","7"
"277","101675","2009","8506","24.123076","102","3"
"278","101675","2010","9186","25.168124","97","2"
"279","101693","1991","5110","9.678012","65",NA
"280","101693","1992","5550","11.526169","68",NA
"281","101693","1993","5850","12.960776","86",NA
"282","101693","1994","6220","16.381593","84","201"
"283","101693","1995","6570","18.392374","87","205"
"284","101693","1996","6840","24.113448","95","177"
"285","101693","1997","7260","28.00798","96","140"
"286","101693","1998","7350","19.46933","96","116"
"287","101693","1999","7710","19.055574","94","166"
"288","101693","2000","8160","19.606927","90.5","164"
"289","101693","2001","8670","15.142277","87","152"
"290","101693","2002","8940","16.015194","85","165"
"291","101693","2003","9270","16.864284","88","152"
"292","101693","2004","9630","17.197344","88","196"
"293","101693","2005","10230","18.564459","91","198"
"294","101693","2006","12000","19.649917","89","171"
"295","101693","2007","12780","20.66627","85","154"
"296","101693","2008","13500","21.681706","83","173"
"297","101693","2009","14500","21.06895","84","173"
"298","101693","2010","15590","23.687657","81","178"
"299","101709","1991","1954","24.463048","134",NA
"300","101709","1992","2100","25.496101","133","423"
"301","101709","1993","2280","26.908355","127","456"
"302","101709","1994","2410","28.522097","131","475"
"303","101709","1995","2590","30.412322","127","445"
"304","101709","1996","2780","31.481259","137","406"
"305","101709","1997","2930","31.379144","128","381"
"306","101709","1998","3110","31.965772","134","406"
"307","101709","1999","3150","33.480767","133","427"
"308","101709","2000","3330","34.830829","129.5","390"
"309","101709","2001","2952","34.969789","126","407"
"310","101709","2002","3240","40.273182","131","420"
"311","101709","2003","3600","31.324012","136","438"
"312","101709","2004","4152","35.16082","135","402"
"313","101709","2005","4368","37.457951","138","392"
"314","101709","2006","4368","41.019338","136","364"
"315","101709","2007","4680","43.795276","136","369"
"316","101709","2008","6150","49.965722","138","382"
"317","101709","2009","6510","53.025686","137","321"
"318","101709","2010","7230","52.07076","131","335"
"319","101879","1991","1296","28.93073","190","664"
"320","101879","1992","1460","30.634016","196","490"
"321","101879","1993","1586","33.092961","200","567"
"322","101879","1994","1724","34.829032","212","617"
"323","101879","1995","1910","37.547819","197","638"
"324","101879","1996","1998","37.667269","200","650"
"325","101879","1997","2166","38.513136","193","648"
"326","101879","1998","2256","41.281971","181","648"
"327","101879","1999","2232","43.498762","203","650"
"328","101879","2000","2328","46.720676","199.5","677"
"329","101879","2001","2544","48.111718","196","636"
"330","101879","2002","2784","47.26531","198","586"
"331","101879","2003","3048","50.438912","199","597"
"332","101879","2004","3336","52.826544","200","668"
"333","101879","2005","3432","58.125931","208","678"
"334","101879","2006","3528","64.738869","222","622"
"335","101879","2007","3288","72.409169","231","654"
"336","101879","2008","4590","83.331019","242","639"
"337","101879","2009","4008","83.368742","236","775"
"338","101879","2010","4440","83.854799","238","744"
"339","101912","1991","5925","17.756001","84","0"
"340","101912","1992","6216","18.643763","75",NA
"341","101912","1993","6384","19.809243","77","0"
"342","101912","1994","6774","19.402163","75","0"
"343","101912","1995","6904","21.457844","76","2"
"344","101912","1996","7380","25.159696","80","1"
"345","101912","1997","7978","25.312336","81","2"
"346","101912","1998","8300","25.950438","91","0"
"347","101912","1999","8400","30.389908","91","1"
"348","101912","2000","8820","28.700232","95.5","0"
"349","101912","2001","9172","29.95553","100","0"
"350","101912","2002","9630","29.987915","103","0"
"351","101912","2003","10112","33.354632","103","0"
"352","101912","2004","10618","35.135398","107","2"
"353","101912","2005","11042","34.448826","103","0"
"354","101912","2006","11374","35.621002","106","0"
"355","101912","2007","11942","34.851638","103","0"
"356","101912","2008","12420","36.453442","105","0"
"357","101912","2009","13042","38.467819","105","0"
"358","101912","2010","13434","42.30729","108","0"
"359","102049","1991","6540","48.240502","188","536"
"360","102049","1992","7064","52.026138","203","621"
"361","102049","1993","7770","58.215039","215","648"
"362","102049","1994","8236","60.58634","218","556"
"363","102049","1995","8648","61.973118","233","617"
"364","102049","1996","9070","86.74612","236","606"
"365","102049","1997","9432","76.461427","240","708"
"366","102049","1998","9904","72.105189","245","594"
"367","102049","1999","10300","73.424281","243","627"
"368","102049","2000","10738","78.166781","250","607"
"369","102049","2001","11490","78.71243","257","597"
"370","102049","2002","12294","85.76749","260","618"
"371","102049","2003","13154","86.860401","264","615"
"372","102049","2004","13944","92.465026","267","621"
"373","102049","2005","14642","98.361913","278","634"
"374","102049","2006","16000","108.518914","280","591"
"375","102049","2007","17920","121.606795","280","651"
"376","102049","2008","19300","117.199761","290","616"
"377","102049","2009","20200","121.097466","282","670"
"378","102049","2010","21722","123.327778","294","616"
"379","102058","1991","4200","3.431506","5",NA
"380","102058","1992","3320","3.796014","15",NA
"381","102058","1993","4150","4.571855","21",NA
"382","102058","1994",NA,"5.854352","26",NA
"383","102058","1995","2130","4.913926","15",NA
"384","102058","1996","2130","5.246196","7",NA
"385","102058","1997","2130",NA,NA,NA
"386","102058","1998",NA,NA,NA,NA
"387","102058","1999",NA,NA,NA,NA
"388","102058","2008","3600","1.892476","90","3"
"389","102058","2009","3600","1.050299","7","0"
"390","102058","2010","5250","2.57513","13","16"
"391","102094","1991","2103","266.417287","430","1030"
"392","102094","1992","2295","290.55175","418","978"
"393","102094","1993","2295","350.467594","434","898"
"394","102094","1994","2397","360.956664","429","943"
"395","102094","1995","2541","367.218425","447","985"
"396","102094","1996","2538","373.112188","442","883"
"397","102094","1997","2673","394.685767","432","903"
"398","102094","1998","2673","416.897664","435","799"
"399","102094","1999","2670","409.090635","442","668"
"400","102094","2000","2670","452.443943","436","810"
"401","102094","2001","2910","449.822503","430","850"
"402","102094","2002","3090","477.3036","441","777"
"403","102094","2003","3390","496.382826","475","851"
"404","102094","2004","3810","436.46","483","882"
"405","102094","2005","3810","450.544","499","836"
"406","102094","2006","3810","469.628","516","941"
"407","102094","2007","4020","493.508","527","991"
"408","102094","2008","4410","548.782","530","1055"
"409","102094","2009","4860","562.493","503","1146"
"410","102094","2010","5448","573.547","514","1074"
"411","102234","1991","10149","18.709855","64","229"
"412","102234","1992","10763","18.42923","57","255"
"413","102234","1993","11425","19.042301","55","205"
"414","102234","1994","12123","19.743698","63","184"
"415","102234","1995","12489","20.612518","61","198"
"416","102234","1996","13140","21.565846","61","176"
"417","102234","1997","13890","17.727197","60","221"
"418","102234","1998","14620","20.023521","64","210"
"419","102234","1999","14390","20.704","65","241"
"420","102234","2000","15254","22.569348","66.5","244"
"421","102234","2001","16170","23.952361","68","190"
"422","102234","2002","16980","24.734786","68","241"
"423","102234","2003","17830","25.78484","67","225"
"424","102234","2004","18722","26.409427","69","222"
"425","102234","2005","19658","28.409001","72","200"
"426","102234","2006","20650","32.584827","77","238"
"427","102234","2007","21686","34.750036","80","289"
"428","102234","2008","22770","37.500046","82","234"
"429","102234","2009","23910","39.028934","82","248"
"430","102234","2010","25110","36.655935","78","268"
"431","102270","1991","4260","10.673208","54","0"
"432","102270","1992","4460","11.929643","53","0"
"433","102270","1993","4460","12.794064","59","0"
"434","102270","1994","5200","12.376791","54","1"
"435","102270","1995","5200","12.949464","55",NA
"436","102270","1996","5200","13.676998","58","0"
"437","102270","1997","5460","16.643954","54","0"
"438","102270","1998","5570","14.851762","61","0"
"439","102270","1999","5570","19.065775","61","6"
"440","102270","2000","5570","25.135885","62.5","12"
"441","102270","2001","6848","20.539591","64","9"
"442","102270","2002","7848","20.303638","69","8"
"443","102270","2003","7848","24.554037","67","6"
"444","102270","2004","9550","21.518693","65","2"
"445","102270","2005","10505","22.220473","58","16"
"446","102270","2006","10505","19.867519","50","13"
"447","102270","2007","11030","20.708729","52","10"
"448","102270","2008","11504","21.382179","54","10"
"449","102270","2009","12160","21.257651","53","10"
"450","102270","2010","12524","21.513752","53","8"
"451","102298","1991","4166","9.05004","46",NA
"452","102298","1992","4166","10.374325","49",NA
"453","102298","1993","5166","12.773591","55",NA
"454","102298","1994","5666","14.019508","52","1"
"455","102298","1995","6084","14.438369","48","1"
"456","102298","1996","5949","13.278873","42","0"
"457","102298","1997","5949","15.339707","40","3"
"458","102298","1998","5949","12.999311","39","4"
"459","102298","1999","5666","11.448986","40","3"
"460","102298","2000","5666","11.017354","40","7"
"461","102298","2001","6232","10.865925","40","4"
"462","102298","2002","6232","11.862442","43","1"
"463","102298","2003","6720","11.691786","42","0"
"464","102298","2004","6720","11.117444","39","0"
"465","102298","2005","6720","9.455314","34","0"
"466","102298","2006","6720","9.309045","29","0"
"467","102298","2007","6720","10.929929","29","0"
"468","102298","2008","7400","10.859736","52","7"
"469","102298","2009","8140","12.134969","33","6"
"470","102298","2010","10175","13.3713","34","17"
"471","102359","1991","1350","6.7349","30","52"
"472","102359","1992","1617","7.962147","28","66"
"473","102359","1993","1710","8.70823","27","50"
"474","102359","1994","1845","9.247212","27","54"
"475","102359","1995","2070","10.870831","32","54"
"476","102359","1996","2025","10.929634","32","70"
"477","102359","1997","2085","11.615117","34","48"
"478","102359","1998","2280","12.568861","35","41"
"479","102359","1999","2400","14.710654","40",NA
"480","102359","2000","2640","16.394671","36",NA
"481","102359","2001","2808","16.563985","32",NA
"482","102359","2002","3072","15.709928","36",NA
"483","102359","2003","3530","17.719221","37",NA
"484","102359","2004","3850","20.673131","39",NA
"485","102368","1991","1470","36.500128","182","641"
"486","102368","1992","1617","39.403478","188","742"
"487","102368","1993","1771","52.144416","204","731"
"488","102368","1994","1920","58.317264","220","782"
"489","102368","1995","2007","59.881931","216","711"
"490","102368","1996","2175","52.167403","221","658"
"491","102368","1997","2250","53.495511","218","612"
"492","102368","1998","2490","56.335477","167","501"
"493","102368","1999","2660","78.209915","169","571"
"494","102368","2000","2850","83.562191","217","568"
"495","102368","2001","3020","88.22592","265","666"
"496","102368","2002","3220","90.731765","307","810"
"497","102368","2003","3530","104.401201","314","757"
"498","102368","2004","3850","116.282391","316","866"
"499","102368","2005","4004","169.294425","443","834"
"500","102368","2006","4004","181.050422","444","930"
"501","102368","2007","4164","201.157077","440","958"
"502","102368","2008","4248","218.678633","449","988"
"503","102368","2009","4632","242.41268","490","988"
"504","102368","2010","5184","255.743537","577","949"
"505","102377","1991","6250","60.856009","249","2"
"506","102377","1992","6535","65.595003","251","0"
"507","102377","1993","6734","73.512513","254","0"
"508","102377","1994","7070","76.307746","262","0"
"509","102377","1995","7424","73.370861","274","0"
"510","102377","1996","8020","72.95511","256","1"
"511","102377","1997","8662","68.289959","227","0"
"512","102377","1998","9060","84.325","231","0"
"513","102377","1999","9500","79.664577","231","0"
"514","102377","2000","9928","86.656778","233.5","0"
"515","102377","2001","10326","90.352899","236","0"
"516","102377","2002","10584","92.177733","271","0"
"517","102377","2003","11060","101.410121","261","0"
"518","102377","2004","11290","101.317797","215","3"
"519","102377","2005","11690","102.716507","232","2"
"520","102377","2006","12400","102.156714","275","2"
"521","102377","2007","13520","104.148884","291","2"
"522","102377","2008","14740","109.385376","269","1"
"523","102377","2009","15630","115.530127","273","2"
"524","102377","2010","16100","119.607385","281","0"
"525","102553","1991","1398","91.646032","391","368"
"526","102553","1992","1546","95.788263","405","294"
"527","102553","1993","1778","105.40765","392","234"
"528","102553","1994","1856","114.313307","401","347"
"529","102553","1995","2318","116.734312","416","242"
"530","102553","1996","2368","118.781027","423","240"
"531","102553","1997","2412","119.299059","346","420"
"532","102553","1998","2619","119.645401","337","728"
"533","102553","1999","2385","125.945504","335","574"
"534","102553","2000","2460","128.574161","360.5","680"
"535","102553","2001","2535","139.884593","386","685"
"536","102553","2002","2625",NA,"400","719"
"537","102553","2003","2880","179.829367","439","725"
"538","102553","2004","3165","185.872383","433","772"
"539","102553","2005","3480","199.374035","455","777"
"540","102553","2006","3825","213.193142","461","797"
"541","102553","2007","4080","223.048569","476","796"
"542","102553","2008","4275","240.94852","476","786"
"543","102553","2009","4500","244.487842","510","843"
"544","102553","2010","4755","265.167421","521","892"
"545","102614","1991","1820","161.446618","404","481"
"546","102614","1992","2030","167.351708","397","554"
"547","102614","1993","2224","179.854861","396","574"
"548","102614","1994","2488","188.767314","375","545"
"549","102614","1995","2926","185.371989","510","280"
"550","102614","1996","3025","190.882973","377","283"
"551","102614","1997","3120","183.985705","246","408"
"552","102614","1998","3178","187.349946","246","395"
"553","102614","1999","2385","194.735966","267","407"
"554","102614","2000","2460","201.985071","282","387"
"555","102614","2001","2535","227.409451","297","462"
"556","102614","2002","2625",NA,"335","493"
"557","102614","2003","2880","284.477322","392","511"
"558","102614","2004","3165","301.19441","365","483"
"559","102614","2005","3480","332.410838","369","513"
"560","102614","2006","3825","345.052202","385","469"
"561","102614","2007","4080","366.085169","429","503"
"562","102614","2008","4275","381.821828","407","465"
"563","102614","2009","4500","388.760155","409","503"
"564","102614","2010","4755","393.691978","423","308"
"565","102632","1991","1330","19.250808","68","39"
"566","102632","1992","1542","20.519156","72","48"
"567","102632","1993","1698","21.667998","70","40"
"568","102632","1994","1778","20.951049","68","54"
"569","102632","1995","2190","21.6056","71","37"
"570","102632","1996","2239","23.132481","78","32"
"571","102632","1997","2284","23.894017","68","76"
"572","102632","1998","2464","23.376283","67","54"
"573","102632","1999","2385","24.221879","65","49"
"574","102632","2000","2460","25.412834","75","42"
"575","102632","2001","2535","28.324749","85","78"
"576","102632","2002","2625",NA,"89","90"
"577","102632","2003","2880","37.574378","91","70"
"578","102632","2004","3165","39.393191","91","79"
"579","102632","2005","3480","42.354054","90","85"
"580","102632","2006","3825","44.618299","100","57"
"581","102632","2007","4080","46.226085","95","55"
"582","102632","2008","4275","48.345524","96","77"
"583","102632","2009","4500","48.480101","102","84"
"584","102632","2010","4755","49.617118","102","72"
"585","104151","1991","1528","473.9779","1514","1864"
"586","104151","1992","1590","473.75","1556","2149"
"587","104151","1993","1844","441.428551","1383","2489"
"588","104151","1994","1894","463.809","1419","2771"
"589","104151","1995","1950","500.596","1499","2893"
"590","104151","1996","2009","555.281","1487","2963"
"591","104151","1997","2058","561.256","1530","3683"
"592","104151","1998","2158","620.425","1569","3471"
"593","104151","1999","2188","645.967","1554","3845"
"594","104151","2000","2272","672.878","1561","4179"
"595","104151","2001","2412","725.092","1568","4379"
"596","104151","2002","2508","724.043","1573","4323"
"597","104151","2003","3508","754.534","1565","4801"
"598","104151","2004","3973","836.313","1637","5111"
"599","104151","2005","4311","941.477","1693","5361"
"600","104151","2006","4591","1032.345","1660","5722"
"601","104151","2007","4821","1105.217","1715","4900"
"602","104151","2008","5409","1467.051","2392","4273"
"603","104151","2009","5997","1465.566","2371","4270"
"604","104151","2010","7793","1522.401","2416","3773"
"605","104179","1991","1528","653.920638","1537","2959"
"606","104179","1992","1528","659.330337","1513","2847"
"607","104179","1993","1778","697.957633","1349","3124"
"608","104179","1994","1894","757.185681","1354","3180"
"609","104179","1995","1884","756.377936","1360","3116"
"610","104179","1996","2009","757.527117","1386","2899"
"611","104179","1997","2058","788.321093","1370","3213"
"612","104179","1998","2158","823.883956","1352","3725"
"613","104179","1999","0","874.441223","1348","3721"
"614","104179","2000","0","931.689062","1364","3984"
"615","104179","2001","0","982.115345","1380","4087"
"616","104179","2002","0","978.144","1375","3946"
"617","104179","2003","3508","1048.994","1362","3980"
"618","104179","2004","3998","1133.915","1364","3704"
"619","104179","2005","4394","1190.179","1538","3970"
"620","104179","2006","4594","1262.364","1578","3794"
"621","104179","2007","4824","1323.213","1590","4152"
"622","104179","2008","5274","1416.181","1593","4133"
"623","104179","2009","6540","1446.773","1546","4241"
"624","104179","2010","7614","1466.454","1527","3962"
"625","104717","1991","6330","19.044867","75","104"
"626","104717","1992","6330","18.284058","73","125"
"627","104717","1993","6730","17.616202","74","153"
