"","unitid","year","instatetuition","costs","faculty","white_cohortsize"
"9169","167455","1995","15650","11.429618","25","42"
"9170","167455","1996","10700","11.623344","25","37"
"9171","167455","1997","10700","96.159","27","33"
"9172","167455","1998","11000","12.234856","24","54"
"9173","167455","1999","11440","11.664774","28","47"
"9174","167455","2000","11894","11.843421","26","57"
"9175","167455","2001","12370","12.690216","24","57"
"9176","167455","2002","12964","13.763178","30","56"
"9177","167455","2003","13612","13.197259","31","28"
"9178","167455","2004","14544","13.249164","30","33"
"9179","167455","2005","15538","14.084716","32","36"
"9180","167455","2006","16600","15.465095","31","32"
"9181","167455","2007","17750","15.548547","28","21"
"9182","167455","2008","18957","16.590534","26","22"
"9183","167455","2009","20189","16.721105","24","13"
"9184","167455","2010","21400","16.298393","28","18"
"9185","167561","1991","15410","54.851533","0",NA
"9186","167561","1992",NA,"56.933238","0",NA
"9187","167561","1993",NA,"61.375566","0",NA
"9188","167561","1994","19820","67.225784","0",NA
"9189","167561","1995",NA,"72.373441","0",NA
"9190","167561","1996","21901","75.633252",NA,NA
"9191","167561","1997","22802","77.569893",NA,NA
"9192","167561","1998","22028","82.616086","0",NA
"9193","167561","1999","22054","87.908039",NA,NA
"9194","167598","1991","10550","16.149615","53","109"
"9195","167598","1992","11100","15.154582","49","113"
"9196","167598","1993","11850","14.815541","46","117"
"9197","167598","1994","12700","15.625395","52","134"
"9198","167598","1995","13700","17.007427","58","183"
"9199","167598","1996","14500","19.849095","61","166"
"9200","167598","1997","15250","19.634326","64","138"
"9201","167598","1998","16000","20.5451","63","133"
"9202","167598","1999","16860","22.788551","66","113"
"9203","167598","2000","17500","23.868991","67.5","91"
"9204","167598","2001","18400","25.90157","69","100"
"9205","167598","2002","19000","24.89241","50","79"
"9206","167598","2003","19910","23.510808","51","66"
"9207","167598","2004","20500","24.286992","57","64"
"9208","167598","2005","21525","26.01555","59","63"
"9209","167598","2006","23410","26.464924","55","73"
"9210","167598","2007","25720","28.174741","60","128"
"9211","167598","2008","27510","31.153966","64","103"
"9212","167598","2009","28900","34.292178","69","97"
"9213","167598","2010","30300","33.164038","67","100"
"9214","167729","1991","2956","36.580516","292","863"
"9215","167729","1992","3073","41.406228","291","728"
"9216","167729","1993","3198","43.872654","306","804"
"9217","167729","1994","3198","47.351774","307","715"
"9218","167729","1995","3408","51.67444","316","786"
"9219","167729","1996",NA,"59.642097","316","606"
"9220","167729","1997","1672","61.853493","322","557"
"9221","167729","1998","3022","67.20552","315","566"
"9222","167729","1999","1030","69.127886","320","363"
"9223","167729","2000","970","70.309017","312.5","442"
"9224","167729","2001","910","78.376233","305","724"
"9225","167729","2002","910","72.846772","277","695"
"9226","167729","2003","910","77.966704","277","802"
"9227","167729","2004","910","77.835552","286","782"
"9228","167729","2005","910","89.96496","296","943"
"9229","167729","2006","910","103.739845","320","833"
"9230","167729","2007","910","111.986974","321","776"
"9231","167729","2008","910","117.72985","338","811"
"9232","167729","2009","910","121.812311","331","728"
"9233","167729","2010","910","118.177321","333","768"
"9234","167783","1991","14074","44.684073","169","187"
"9235","167783","1992","14924","48.233158","161","177"
"9236","167783","1993","15794","49.356697","167","181"
"9237","167783","1994","16678","54.1344","170","188"
"9238","167783","1995","16960","59.504364","167","143"
"9239","167783","1996","17472","61.174281","160","168"
"9240","167783","1997","17984","52.865225","159","166"
"9241","167783","1998","18784","58.171855","170","173"
"9242","167783","1999","19520","62.323646","163","202"
"9243","167783","2000","20260","67.52827","169","183"
"9244","167783","2001","21020","70.72404","175","209"
"9245","167783","2002","22000","78.90846","170","223"
"9246","167783","2003","22860","82.273334","182","262"
"9247","167783","2004","23760","88.071563","190","299"
"9248","167783","2005","24680","99.365616","193","292"
"9249","167783","2006","25914","113.72076","190","323"
"9250","167783","2007","27468","116.667517","212","351"
"9251","167783","2008","29120","119.453221","229","298"
"9252","167783","2009","30520","116.720497","229","244"
"9253","167783","2010","31280","117.075235","207","272"
"9254","167835","1991","15770","93.407608","265","438"
"9255","167835","1992","16985","102.005356","261","428"
"9256","167835","1993","18136","94.073982","257","450"
"9257","167835","1994","18983","106.319888","264","447"
"9258","167835","1995","19814","107.854151","261","485"
"9259","167835","1996","20538","121.26177","262","438"
"9260","167835","1997","21512","104.454061","259","400"
"9261","167835","1998","21856","111.262287","259","445"
"9262","167835","1999","22440","117.078042","264","393"
"9263","167835","2000","23400","126.274963","289","338"
"9264","167835","2001","24550","142.66597","314","387"
"9265","167835","2002","25780","156.568586","343","409"
"9266","167835","2003","27330","166.4128","324","300"
"9267","167835","2004","28930","157.619139","307","371"
"9268","167835","2005","30520","157.006157","313","303"
"9269","167835","2006","32320","162.215394","314","254"
"9270","167835","2007","33940","170.488131","315","261"
"9271","167835","2008","35810","189.267093","325","230"
"9272","167835","2009","37510","191.596269","316","273"
"9273","167835","2010","38640","191.788121","307","319"
"9274","167899","1991","8908","43.419078","163","481"
"9275","167899","1992","9870","46.412561","175","444"
"9276","167899","1993","10368","48.864528","157","494"
"9277","167899","1994","10876","46.391894","182","447"
"9278","167899","1995","11900","48.831581","190","425"
"9279","167899","1996","12830","55.409291","193","439"
"9280","167899","1997","14825","49.390263","187","393"
"9281","167899","1998","15790","53.660852","195","373"
"9282","167899","1999","16698","59.832834","199","402"
"9283","167899","2000","17100","59.053212","204.5","431"
"9284","167899","2001","17800","60.16203","210","438"
"9285","167899","2002","18490","65.793663","213","406"
"9286","167899","2003","19210","68.279659","205","387"
"9287","167899","2004","20160","71.184876","208","438"
"9288","167899","2005","21320","73.128165","211","467"
"9289","167899","2006","22390","82.240516","211","433"
"9290","167899","2007","23700","82.737355","209","441"
"9291","167899","2008","25100","86.391235","215","473"
"9292","167899","2009","26060","93.525801","210","430"
"9293","167899","2010","28160","95.147033","211","462"
"9294","167987","1991","3053","62.118456","313","878"
"9295","167987","1992","3163","61.843368","315","800"
"9296","167987","1993","3568","63.036006","330","853"
"9297","167987","1994","3835","75.590049","333","848"
"9298","167987","1995","4122","80.044691","333","709"
"9299","167987","1996","4151","85.30356","326","619"
"9300","167987","1997","4254","85.371777","317","638"
"9301","167987","1998","4171","94.389876","334","853"
"9302","167987","1999","1417","101.109373","340","891"
"9303","167987","2000","1417","108.148","347.5","1040"
"9304","167987","2001","1417","129.29256","355","924"
"9305","167987","2002","1417","131.071","321","1351"
"9306","167987","2003","1417","122.249","329","1215"
"9307","167987","2004","1417","137.248","340","1173"
"9308","167987","2005","1417","160.281","355","1394"
"9309","167987","2006","1417","173.341","359","1460"
"9310","167987","2007","1417","192.085","365","1590"
"9311","167987","2008","1417","204.056","368","1447"
"9312","167987","2009","1417","195.692","369","1400"
"9313","167987","2010","1417","200.57","375","1085"
"9314","167996","1991","10240","25.685119","109","494"
"9315","167996","1992","10820","35.017223","112","494"
"9316","167996","1993","11420","35.586054","116","552"
"9317","167996","1994","12380","38.49593","116","486"
"9318","167996","1995","13284","40.379959","118","499"
"9319","167996","1996","14170","37.037074","118","509"
"9320","167996","1997","14856","44.055882","119","486"
"9321","167996","1998","15730","37.910276","122","495"
"9322","167996","1999","15736","40.663683","123","522"
"9323","167996","2000","16680","42.372469","125","582"
"9324","167996","2001","17680","45.531118","127","522"
"9325","167996","2002","19094","47.927811","125","517"
"9326","167996","2003","20432","52.00412","130","496"
"9327","167996","2004","22068","56.058759","133","554"
"9328","167996","2005","24160","59.624546","136","557"
"9329","167996","2006","26345","64.352392","135","542"
"9330","167996","2007","28065","66.312241","145","615"
"9331","167996","2008","30150","72.209311","148","570"
"9332","167996","2009","31210","76.842067","152","611"
"9333","167996","2010","32620","79.369464","155","629"
"9334","168005","1991","8535","50.029768","214","299"
"9335","168005","1992","9150","54.70796","226","274"
"9336","168005","1993","9940","60.320262","232","207"
"9337","168005","1994","10724","64.666077","229",NA
"9338","168005","1995","11450","71.451979","233","231"
"9339","168005","1996","12200","75.266884","246","314"
"9340","168005","1997","12900","73.180517","249","340"
"9341","168005","1998","13740","79.998004","258","385"
"9342","168005","1999","14580","87.6075","264","423"
"9343","168005","2000","15538","98.103575","277","417"
"9344","168005","2001","16536","107.406389","290","433"
"9345","168005","2002","17610","118.578041","295","497"
"9346","168005","2003","18670","126.618514","317","614"
"9347","168005","2004","19790","141.113917","321","643"
"9348","168005","2005","21140","173.59321","339","768"
"9349","168005","2006","22610","175.147177","355","861"
"9350","168005","2007","24190","191.692118","388","821"
"9351","168005","2008","25850","215.686177","400","884"
"9352","168005","2009","27100","226.66086","396","588"
"9353","168005","2010","28414","230.625472","387","727"
"9354","168148","1991","16755","252.669491","418","729"
"9355","168148","1992","17897","266.344599","421","782"
"9356","168148","1993","18793","283.763467","427","750"
"9357","168148","1994","20204","303.782653","430","704"
"9358","168148","1995","21086","318.530682","517","650"
"9359","168148","1996","21957","333.268486","526","639"
"9360","168148","1997","22811","304.28626","479","695"
"9361","168148","1998","23709","322.396329","480","684"
"9362","168148","1999","24126","345.710864","529","758"
"9363","168148","2000","25062","359.09279","533.5","618"
"9364","168148","2001","26213","389.73107","538","601"
"9365","168148","2002","27450","411.335756","564","676"
"9366","168148","2003","28896","448.246484","579","696"
"9367","168148","2004","30377","477.536745","584","748"
"9368","168148","2005","31828","503.994843","615","806"
"9369","168148","2006","33906","538.830616","626","779"
"9370","168148","2007","35842","579.059557","629","791"
"9371","168148","2008","37952","614.945648","623","758"
"9372","168148","2009","39432","656.212472","636","789"
"9373","168148","2010","40664","670.337492","658","772"
"9374","168218","1991","16281","87.336245","220","293"
"9375","168218","1992","17015","86.969951","220","272"
"9376","168218","1993","17725","95.064809","222","288"
"9377","168218","1994","18345","101.040858","225","291"
"9378","168218","1995","19610","108.477625","226","270"
"9379","168218","1996","20554","120.548698","220","294"
"9380","168218","1997","21660","111.949142","216","311"
"9381","168218","1998","22530","121.655028","210","283"
"9382","168218","1999","22894","127.170785","209","321"
"9383","168218","2000","23718","137.620366","210.5","302"
"9384","168218","2001","25022","148.162406","212","241"
"9385","168218","2002","26138","150.873636","248","270"
"9386","168218","2003","27314","151.196","258","266"
"9387","168218","2004","29176","156.101","259","251"
"9388","168218","2005","30696","159.307","268","300"
"9389","168218","2006","32384","171.67","277","272"
"9390","168218","2007","34770","185.687","274","276"
"9391","168218","2008","36404","188.332","303","263"
"9392","168218","2009","37826","193.845","306","272"
"9393","168218","2010","39420","186.008","309","278"
"9394","168254","1991","7962","37.149521","144","404"
"9395","168254","1992","8426","37.739629","135","395"
"9396","168254","1993","9314","37.058742","137","356"
"9397","168254","1994","9794","38.312969","136","346"
"9398","168254","1995","10310","38.644916","138","484"
"9399","168254","1996","10810","43.639487","134","391"
"9400","168254","1997","11448","40.899509","134","418"
"9401","168254","1998","12130","42.825978","136","456"
"9402","168254","1999","11954","46.171222","139","568"
"9403","168254","2000","14354","48.83394","146.5","498"
"9404","168254","2001","14567","51.541286","154","562"
"9405","168254","2002","16144","55.010349","154","586"
"9406","168254","2003","19460","58.873768","157","583"
"9407","168254","2004","20570","65.113761","159","700"
"9408","168254","2005","21600","68.760105","164","575"
"9409","168254","2006","22982","74.599349","169","645"
"9410","168254","2007","24224","75.124694","177","628"
"9411","168254","2008","25556","79.161149","180","642"
"9412","168254","2009","26822","83.994051","188","558"
"9413","168254","2010","27762","86.158261","194","589"
"9414","168263","1991","2822","25.368696","166",NA
"9415","168263","1992","3025","26.333778","167","694"
"9416","168263","1993","3069","29.523788","169","668"
"9417","168263","1994","3153","30.585841","167","664"
"9418","168263","1995","3193","31.907085","163","574"
"9419","168263","1996","3126","40.95988","167","600"
"9420","168263","1997","3064","41.980323","169","656"
"9421","168263","1998","3034","42.248052","166","674"
"9422","168263","1999","3240","42.595467","168","685"
"9423","168263","2000","1030","41.14295","169.5","706"
"9424","168263","2001","970","48.521925","171","822"
"9425","168263","2002","970","48.339349","159","767"
"9426","168263","2003","970","48.078541","171","723"
"9427","168263","2004","970","53.300261","169","703"
"9428","168263","2005","970","57.864277","179","998"
"9429","168263","2006","970","64.920315","177","1018"
"9430","168263","2007","970","70.545687","181","762"
"9431","168263","2008","970","76.481671","197","927"
"9432","168263","2009","970","84.924442","212","962"
"9433","168263","2010","970","86.165957","213","977"
"9434","168281","1991","15650","30.320389","89","269"
"9435","168281","1992","16650","33.025832","93","349"
"9436","168281","1993","17670","35.161998","91","341"
"9437","168281","1994","18460","35.382887","91","334"
"9438","168281","1995","19020","38.403185","93","312"
"9439","168281","1996","19740","40.193948","92","369"
"9440","168281","1997","20820","34.401519","93","364"
"9441","168281","1998","21840","38.769744","93","347"
"9442","168281","1999","22950","40.844581","96","351"
"9443","168281","2000","24225","42.702119","108","378"
"9444","168281","2001","25565","47.167677","120","397"
"9445","168281","2002","27105","52.038507","122","335"
"9446","168281","2003","28675","53.650114","121","338"
"9447","168281","2004","30355","57.377001","126","343"
"9448","168281","2005","32115","60.631671","129","371"
"9449","168281","2006","34365","64.419174","127","332"
"9450","168281","2007","36430","66.969614","141","301"
"9451","168281","2008","38585","71.25225","144","319"
"9452","168281","2009","39565","72.237487","145","296"
"9453","168281","2010","40790","71.487402","148","301"
"9454","168342","1991","16785","72.653599","218","365"
"9455","168342","1992","17840","72.652013","213","377"
"9456","168342","1993","18795","75.644992","213","376"
"9457","168342","1994","19770","77.26478","208","361"
"9458","168342","1995","20790","80.440102","211","383"
"9459","168342","1996","21910","92.111868","215","410"
"9460","168342","1997","23050","83.624831","212","386"
"9461","168342","1998","23860","87.024325","217","386"
"9462","168342","1999","24619","94.447165","219","384"
"9463","168342","2000","24619","99.997857","220","387"
"9464","168342","2001","25352","113.763564","221","372"
"9465","168342","2002","26326","116.603408","271","360"
"9466","168342","2003","27890","126.30238","247","344"
"9467","168342","2004","29786","135.05659","247","349"
"9468","168342","2005","31548","144.333549","275","343"
"9469","168342","2006","33478","157.777313","285","342"
"9470","168342","2007","35438","166.037295","270","336"
"9471","168342","2008","37400","181.192585","278","316"
"9472","168342","2009","39250","203.833028","275","330"
"9473","168342","2010","41190","175.615673","275","324"
"9474","168430","1991","2478","20.385816","166","387"
"9475","168430","1992","2532","22.664973","170","410"
"9476","168430","1993",NA,"23.982246","170","399"
"9477","168430","1994","2653","26.155403","163","412"
"9478","168430","1995","2753","32.234636","166","358"
"9479","168430","1996","2683","32.668524","161","330"
"9480","168430","1997","2615","33.744861","163","337"
"9481","168430","1998","2555","35.846615","174","396"
"9482","168430","1999","2458","40.84676","173","372"
"9483","168430","2000","1030","40.009604","173","353"
"9484","168430","2001","970","44.969279","173","458"
"9485","168430","2002","970","44.363961","171","430"
"9486","168430","2003","970","43.843421","168","516"
"9487","168430","2004","970","45.095635","166","497"
"9488","168430","2005","970","51.492668","167","536"
"9489","168430","2006","970","57.293416","173","563"
"9490","168430","2007","970","62.307852","182","553"
"9491","168430","2008","970","63.196077","180","516"
"9492","168430","2009","970","57.764321","179","570"
"9493","168430","2010","970","60.809625","181","643"
"9494","168528","1991","9390","16.694293","66","251"
"9495","168528","1992","10020","16.412266","65","233"
"9496","168528","1993","10700","18.220707","66","302"
"9497","168528","1994","11250","19.113921","67","221"
"9498","168528","1995","11640","20.265588","64","209"
"9499","168528","1996","12350","20.459742","62","268"
"9500","168528","1997","12830","15.733789","68","236"
"9501","168528","1998","13150","16.337681","64","310"
"9502","168528","1999","13650","17.308313","65","246"
"9503","168528","2000","14150","18.215789","65.5","226"
"9504","168528","2001","14750","18.760054","66","186"
"9505","168528","2002","15560","19.537702","66","233"
"9506","168528","2003","16470","20.486454","62","241"
"9507","168528","2004","17500","19.971292","64","225"
"9508","168528","2005","18530","21.049581","64","203"
"9509","168528","2006","18530","22.347732","63","282"
"9510","168528","2007","21350","26.201156","69","431"
"9511","168528","2008","23090","30.985253","69","458"
"9512","168528","2009","24140","35.061598","81","382"
"9513","168528","2010","25560","35.113953","83","393"
"9514","168546","1991","11064","30.312814","111","504"
"9515","168546","1992","12294","32.725491","112","470"
"9516","168546","1993","13676","36.685478","109","411"
"9517","168546","1994","14910","39.352426","108","368"
"9518","168546","1995","15478","41.408794","104","400"
"9519","168546","1996","16160","40.76346","105","358"
"9520","168546","1997","16806","30.296667","106","391"
"9521","168546","1998","17712","32.086676","110","380"
"9522","168546","1999","18234","33.720732","107","345"
"9523","168546","2000","18690","35.368228","114","328"
"9524","168546","2001","19390","41.752136","121","390"
"9525","168546","2002","20458","42.306851","123","472"
"9526","168546","2003","21692","43.345552","118","443"
"9527","168546","2004","22650","43.333779","131","490"
"9528","168546","2005","24012","46.15186","141","512"
"9529","168546","2006","25668","48.576676","135","413"
"9530","168546","2007","27054","49.239667","135","444"
"9531","168546","2008","28380","51.869186","143","423"
"9532","168546","2009","29488","55.555207","125","345"
"9533","168546","2010","30650","52.561178","114","322"
"9534","168591","2000","15734","27.340864","84.5","350"
"9535","168591","2001","16442","28.887628","85","291"
"9536","168591","2002","17412","28.745327","82","317"
"9537","168591","2003","18684","28.911997","84","301"
"9538","168591","2004","19786","29.153531","82","313"
"9539","168591","2005","20934","29.600774","82","311"
"9540","168591","2006","22170","31.152535","84","294"
"9541","168591","2007","23478","31.847065","81","397"
"9542","168591","2008","24630","33.931443","86","386"
"9543","168591","2009","25838","33.915208","85","338"
"9544","168591","2010","27340","37.234862","88","319"
"9545","168740","1991","9795","43.873864","123",NA
"9546","168740","1992","10380","54.980529","118",NA
"9547","168740","1993","10962","54.993738","197",NA
"9548","168740","1994","11031","58.845184","215",NA
"9549","168740","1995","11583","61.730036","216",NA
"9550","168740","1996","12081","64.938917","228","174"
"9551","168740","1997","12672","63.373676","234","155"
"9552","168740","1998","13098","60.016309","234","130"
"9553","168740","1999","12030","59.860426","238","154"
"9554","168740","2000","12600","62.588487","249","152"
"9555","168740","2001","13350","67.364097","260","111"
"9556","168740","2002","13400","67.868062","232","160"
"9557","168740","2003","14200","65.556353","219","167"
"9558","168740","2004","15050","66.722934","220","153"
"9559","168740","2005","16030","72.436005","206","146"
"9560","168740","2006","17152","71.439149","207","133"
"9561","168740","2007","18408","73.225428","203","134"
"9562","168740","2008","19320","77.343985","216","160"
"9563","168740","2009","20520","69.979736","218","133"
"9564","168740","2010","21550","88.355601","227","127"
"9565","168786","1991","8960","21.411712","83","197"
"9566","168786","1992","9722","20.66474","87","191"
"9567","168786","1993","10402","22.105266","90","195"
"9568","168786","1994","11208","22.478786","82","200"
"9569","168786","1995","11852","22.038467","79","222"
"9570","168786","1996","12534","23.139554","76","251"
"9571","168786","1997","12910","19.383956","72","310"
"9572","168786","1998","13168","20.725919","82","317"
"9573","168786","1999","13366","23.841906","82","318"
"9574","168786","2000","14034","26.602707","89","337"
"9575","168786","2001","14876","26.203498","96","304"
"9576","168786","2002","15620","27.52189","95","310"
"9577","168786","2003","16400","28.370844","96","264"
"9578","168786","2004","16992","29.796026","94","284"
"9579","168786","2005","17926","28.978369","94","317"
"9580","168786","2006","19000","29.840191","92","332"
"9581","168786","2007","20048","30.303751","86","361"
"9582","168786","2008","21150","32.12669","89","401"
"9583","168786","2009","22314","34.423854","90","349"
"9584","168786","2010","23206","33.38106","92","365"
"9585","169080","1991","8100","52.11842","236","751"
"9586","169080","1992","8630","52.779428","225","716"
"9587","169080","1993","9450","53.268654","212","785"
"9588","169080","1994","10230","54.95414","227","832"
"9589","169080","1995","10995","58.869482","238","915"
"9590","169080","1996","11655","64.539711","258","846"
"9591","169080","1997","12225","56.669918","261","940"
"9592","169080","1998","12915","58.696797","266","847"
"9593","169080","1999","13420","62.275256","273","914"
"9594","169080","2000","14040","66.853262","282","893"
"9595","169080","2001","14870","73.680268","291","863"
"9596","169080","2002","15750","78.809777","300","905"
"9597","169080","2003","16775","84.763018","302","876"
"9598","169080","2004","17770","90.980439","304","766"
"9599","169080","2005","18925","94.428657","309","866"
"9600","169080","2006","20245","98.535849","315","867"
"9601","169080","2007","21460","103.618439","319","846"
"9602","169080","2008","22940","115.707673","316","751"
"9603","169080","2009","23810","118.632046","325","749"
"9604","169080","2010","24645","120.02039","319","719"
"9605","169248","1991","2345","156.912415","595","2306"
"9606","169248","1992","2652","167.137961","583","2293"
"9607","169248","1993","2900","170.813618","581","2453"
"9608","169248","1994","3037","173.560133","558","2505"
"9609","169248","1995","3142","179.111138","551","2512"
"9610","169248","1996","3443","231.054255","565","2418"
"9611","169248","1997","3546","263.804896","545","2607"
"9612","169248","1998","3626","275.724787","558","2894"
"9613","169248","1999","3150","295.46395","622","2998"
"9614","169248","2000","3245","254.327135","663","3157"
"9615","169248","2001","3567","262.870586","704","3120"
"9616","169248","2002","3992","262.381247","731","3044"
"9617","169248","2003","4463","288.233235","735","3155"
"9618","169248","2004","4610","293.417951","721","3122"
"9619","169248","2005","6390","299.038511","739","3119"
"9620","169248","2006","7530","315.305561","760","3223"
"9621","169248","2007","9120","334.87648","773","3162"
"9622","169248","2008","9720","356.330296","777","3207"
"9623","169248","2009","10170","362.041086","787","3075"
"9624","169248","2010","8932","380.169475","786","3394"
"9625","169363","1991","7812","8.648415","38",NA
"9626","169363","1992","8500","8.55661","36",NA
"9627","169363","1993","9480","8.877507","40",NA
"9628","169363","1994","10430","8.804605","37",NA
"9629","169363","1995","10940","10.359211","35",NA
"9630","169363","1996","11450","10.91633","37","73"
"9631","169363","1997","11850","9.134463","38","79"
"9632","169363","1998","12200","10.110053","38","109"
"9633","169363","1999","12900","10.606693","29","88"
"9634","169363","2000","13600","11.074767","30.5","94"
"9635","169363","2001","14250","11.390224","32","91"
"9636","169363","2002","16200","11.053671","29","89"
"9637","169363","2003","17250","11.052033","30","67"
"9638","169363","2004","17595","10.617412","35","106"
"9639","169363","2005","18035","11.508511","36","108"
"9640","169363","2006","18940","13.086619","36","99"
"9641","169363","2007","19700","14.477328","41","80"
"9642","169363","2008","19700","16.279178","32","85"
"9643","169363","2009","20390","13.695099","30","74"
"9644","169363","2010","20982","12.392046","31","89"
"9645","169716","1991","9450","80.461583","243","214"
"9646","169716","1992","10180","84.193657","236","189"
"9647","169716","1993","10600","87.228029","238","233"
"9648","169716","1994","11262","89.822861","242","342"
"9649","169716","1995",NA,"96.65406","258","292"
"9650","169716","1996","12398","102.495727","296","269"
"9651","169716","1997","12986","100.838861","292","282"
"9652","169716","1998","13572","102.838261","224","259"
"9653","169716","1999","14100","92.125206","270","269"
"9654","169716","2000","14700","92.876091","267.5","205"
"9655","169716","2001","15900","94.566273","265","180"
"9656","169716","2002","17250","97.519991","250","198"
"9657","169716","2003","18750","98.778199","270","282"
"9658","169716","2004","20400","99.960769","268","269"
"9659","169716","2005","21900","101.945678","259","306"
"9660","169716","2006","23400","107.410133","260","299"
"9661","169716","2007","25050","104.058176","250","358"
"9662","169716","2008","26740","114.322742","276","391"
"9663","169716","2009","28920","124.254875","316","366"
"9664","169716","2010","30660","127.32698","312","402"
"9665","169798","1991","2347","155.855483","733","1785"
"9666","169798","1992","2471","151.00383","731","1681"
"9667","169798","1993","2804","170.263999","729","1675"
"9668","169798","1994","3190","173.882104","731","1562"
"9669","169798","1995","3314","180.382001","727","1642"
"9670","169798","1996","3399","187.52678","741","1720"
"9671","169798","1997","3529","194.925539","730","1706"
"9672","169798","1998","3645","206.595314","739","1749"
"9673","169798","1999","3146","215.173665","767","1927"
"9674","169798","2000","3097","227.720472","761.5","1885"
"9675","169798","2001","3622","241.904685","756","1855"
"9676","169798","2002","4047","248.377201","760","1785"
"9677","169798","2003","4594","270.421888","751","1676"
"9678","169798","2004","4707","269.060996","735","1508"
"9679","169798","2005","5463","276.087321","769","1544"
"9680","169798","2006","5835","284.534921","764","1463"
"9681","169798","2007","6390","297.107857","756","1437"
"9682","169798","2008","6885","305.924218","738","1176"
"9683","169798","2009","7148","313.605547","755","1298"
"9684","169798","2010","7148","338.567268","764","1080"
"9685","169910","1991","2565","112.872211","512","1994"
"9686","169910","1992","2970","120.641194","500","1617"
"9687","169910","1993","3222","123.114019","477","1681"
"9688","169910","1994","3412","129.300774","461","1286"
"9689","169910","1995","3532","122.206355","445","1439"
"9690","169910","1996","3630","124.787123","430","1413"
"9691","169910","1997","3808","129.050426","429","1504"
"9692","169910","1998","3998","137.228602","422","1472"
"9693","169910","1999","4118","141.585306","419","1511"
"9694","169910","2000","4284","160.903334","430.5","1667"
"9695","169910","2001","4670","172.260599","442","1671"
"9696","169910","2002","5334","165.19156","446","1653"
"9697","169910","2003","6044","175.681948","429","1821"
"9698","169910","2004","6190","172.67964","463","1559"
"9699","169910","2005","6740","178.076498","512","1744"
"9700","169910","2006","7200","186.931008","537","1660"
"9701","169910","2007","8460","190.928205","540","1645"
"9702","169910","2008","9000","204.278409","544","1680"
"9703","169910","2009","9480","212.423236","586","1529"
"9704","169910","2010","9930","225.75306","525","1533"
"9705","170037","1991","6144","10.168785","0","204"
"9706","170037","1992","6660","10.984011",NA,"151"
"9707","170037","1993","6340","11.19206","44","160"
"9708","170037","1994","6852","11.999459","36","173"
"9709","170037","1995","7050","13.11372","39","243"
"9710","170037","1996","8686","16.272236","51","266"
"9711","170037","1997","9450","17.976514","49","287"
"9712","170037","1998","10026","16.430903","50","306"
"9713","170037","1999","9664","18.367691","50","353"
"9714","170037","2000","10475","21.637327","57.5","332"
"9715","170037","2001","12215","25.369734","65","302"
"9716","170037","2002","13770","25.392613","73","258"
"9717","170037","2003","14420","28.802712","76","300"
"9718","170037","2004","14700","31.515916","74","212"
"9719","170037","2005","15550","32.2873","74","305"
"9720","170037","2006","16780","34.070748","70","308"
"9721","170037","2007","18040","32.999993","76","259"
"9722","170037","2008","19190","33.892431","73","192"
"9723","170037","2009","19960","35.814492","64","300"
"9724","170037","2010","20808","32.435375","59","300"
"9725","170082","1991","2306","74.760095","303","1377"
"9726","170082","1992","2508","80.635812","317","1378"
"9727","170082","1993","2742","86.989589","320","1341"
"9728","170082","1994","3062","93.223118","335","1482"
"9729","170082","1995","3140","105.253417","362","1575"
"9730","170082","1996","3226","110.803842","380","1835"
"9731","170082","1997","3288","122.925528","400","2187"
"9732","170082","1998","3362","132.89411","435","2235"
"9733","170082","1999","4048","151.957909","475","2283"
"9734","170082","2000","4230","190.395919","580","2577"
"9735","170082","2001","4660","204.117494","685","2642"
"9736","170082","2002","5056","190.679605","748","2573"
"9737","170082","2003","5254","213.252626","827","2842"
"9738","170082","2004","5782","230.568891","880","2881"
"9739","170082","2005","6220","249.252957","880","2864"
"9740","170082","2006","6588","264.229881","904","2948"
"9741","170082","2007","7240","290.186527","923","2850"
"9742","170082","2008","8196","312.885486","981","3464"
"9743","170082","2009","8630","335.506736","1036","3271"
"9744","170082","2010","9088","353.288335","1048","2900"
"9745","170286","1991","9400","22.952788","61","0"
"9746","170286","1992","9960","26.187344","0",NA
"9747","170286","1993","10670","28.205757","0",NA
"9748","170286","1994","11300","28.235374","61",NA
"9749","170286","1995","11970","29.923754","57",NA
"9750","170286","1996","12320","30.891062","57",NA
"9751","170286","1997",NA,NA,"61",NA
"9752","170286","1998",NA,NA,"61",NA
"9753","170286","1999",NA,NA,NA,NA
"9754","170301","1991","10086","45.112016","162","515"
"9755","170301","1992","10792","46.139558","167","640"
"9756","170301","1993","11542","50.2482","159","599"
"9757","170301","1994","12359","52.581085","172","669"
"9758","170301","1995","13234","55.005","177","660"
"9759","170301","1996","14310","57.068872","184","657"
"9760","170301","1997","14878","56.106591","186","673"
"9761","170301","1998","15470","59.869594","186","708"
"9762","170301","1999","15934","63.988858","200","709"
"9763","170301","2000","16554","64.769089","199.5","683"
"9764","170301","2001","17348","68.523209","199","718"
"9765","170301","2002","18158","69.067781","210","676"
"9766","170301","2003","19212","72.257597","218","760"
"9767","170301","2004","20300","75.655834","227","700"
"9768","170301","2005","21420","81.285588","232","713"
"9769","170301","2006","22430","84.258778","235","714"
"9770","170301","2007","23660","91.301077","245","728"
"9771","170301","2008","24780","94.648917","246","711"
